text,label
ISRO successfully tests new launch vehicle (report 69),0
Central bank revises interest rates after review (report 69),0
New renewable energy project inaugurated by government (report 69),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 69),1
You won’t believe how this man became rich in one day (claim 69),1
Secret revealed: cure for all diseases doctors hide (claim 69),1
Viral hoax claims mobile towers spread dangerous virus (claim 69),1
Click here to know shocking truth no one talks about (claim 69),1
Scientists shocked by alien life found on Earth (claim 69),1
Government hiding truth about free money scheme (claim 69),1
Drinking this one liquid will make you immortal (claim 69),1
Shocking discovery proves world will end next week (claim 69),1
This simple trick can double your money instantly (claim 69),1
Government announces new education policy for students (report 70),0
Scientists confirm water found on Mars after new research (report 70),0
Election commission releases official voting data (report 70),0
NASA launches new satellite to study climate change (report 70),0
Finance ministry announces tax relief for middle class (report 70),0
Supreme Court passes new judgment on environmental law (report 70),0
WHO releases new global health guidelines (report 70),0
ISRO successfully tests new launch vehicle (report 70),0
Central bank revises interest rates after review (report 70),0
New renewable energy project inaugurated by government (report 70),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 70),1
You won’t believe how this man became rich in one day (claim 70),1
Secret revealed: cure for all diseases doctors hide (claim 70),1
Viral hoax claims mobile towers spread dangerous virus (claim 70),1
Click here to know shocking truth no one talks about (claim 70),1
Scientists shocked by alien life found on Earth (claim 70),1
Government hiding truth about free money scheme (claim 70),1
Drinking this one liquid will make you immortal (claim 70),1
Shocking discovery proves world will end next week (claim 70),1
This simple trick can double your money instantly (claim 70),1
Government announces new education policy for students (report 71),0
Scientists confirm water found on Mars after new research (report 71),0
Election commission releases official voting data (report 71),0
NASA launches new satellite to study climate change (report 71),0
Finance ministry announces tax relief for middle class (report 71),0
Supreme Court passes new judgment on environmental law (report 71),0
WHO releases new global health guidelines (report 71),0
ISRO successfully tests new launch vehicle (report 71),0
Central bank revises interest rates after review (report 71),0
New renewable energy project inaugurated by government (report 71),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 71),1
You won’t believe how this man became rich in one day (claim 71),1
Secret revealed: cure for all diseases doctors hide (claim 71),1
Viral hoax claims mobile towers spread dangerous virus (claim 71),1
Click here to know shocking truth no one talks about (claim 71),1
Scientists shocked by alien life found on Earth (claim 71),1
Government hiding truth about free money scheme (claim 71),1
Drinking this one liquid will make you immortal (claim 71),1
Shocking discovery proves world will end next week (claim 71),1
This simple trick can double your money instantly (claim 71),1
Government announces new education policy for students (report 72),0
Scientists confirm water found on Mars after new research (report 72),0
Election commission releases official voting data (report 72),0
NASA launches new satellite to study climate change (report 72),0
Finance ministry announces tax relief for middle class (report 72),0
Supreme Court passes new judgment on environmental law (report 72),0
WHO releases new global health guidelines (report 72),0
ISRO successfully tests new launch vehicle (report 72),0
Central bank revises interest rates after review (report 72),0
New renewable energy project inaugurated by government (report 72),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 72),1
You won’t believe how this man became rich in one day (claim 72),1
Secret revealed: cure for all diseases doctors hide (claim 72),1
Viral hoax claims mobile towers spread dangerous virus (claim 72),1
Click here to know shocking truth no one talks about (claim 72),1
Scientists shocked by alien life found on Earth (claim 72),1
Government hiding truth about free money scheme (claim 72),1
Drinking this one liquid will make you immortal (claim 72),1
Shocking discovery proves world will end next week (claim 72),1
This simple trick can double your money instantly (claim 72),1
Government announces new education policy for students (report 73),0
Scientists confirm water found on Mars after new research (report 73),0
Election commission releases official voting data (report 73),0
NASA launches new satellite to study climate change (report 73),0
Finance ministry announces tax relief for middle class (report 73),0
Supreme Court passes new judgment on environmental law (report 73),0
WHO releases new global health guidelines (report 73),0
ISRO successfully tests new launch vehicle (report 73),0
Central bank revises interest rates after review (report 73),0
New renewable energy project inaugurated by government (report 73),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 73),1
You won’t believe how this man became rich in one day (claim 73),1
Secret revealed: cure for all diseases doctors hide (claim 73),1
Viral hoax claims mobile towers spread dangerous virus (claim 73),1
Click here to know shocking truth no one talks about (claim 73),1
Scientists shocked by alien life found on Earth (claim 73),1
Government hiding truth about free money scheme (claim 73),1
Drinking this one liquid will make you immortal (claim 73),1
Shocking discovery proves world will end next week (claim 73),1
This simple trick can double your money instantly (claim 73),1
Government announces new education policy for students (report 74),0
Scientists confirm water found on Mars after new research (report 74),0
Election commission releases official voting data (report 74),0
NASA launches new satellite to study climate change (report 74),0
Finance ministry announces tax relief for middle class (report 74),0
Supreme Court passes new judgment on environmental law (report 74),0
WHO releases new global health guidelines (report 74),0
ISRO successfully tests new launch vehicle (report 74),0
Central bank revises interest rates after review (report 74),0
New renewable energy project inaugurated by government (report 74),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 74),1
You won’t believe how this man became rich in one day (claim 74),1
Secret revealed: cure for all diseases doctors hide (claim 74),1
Viral hoax claims mobile towers spread dangerous virus (claim 74),1
Click here to know shocking truth no one talks about (claim 74),1
Scientists shocked by alien life found on Earth (claim 74),1
Government hiding truth about free money scheme (claim 74),1
Drinking this one liquid will make you immortal (claim 74),1
Shocking discovery proves world will end next week (claim 74),1
This simple trick can double your money instantly (claim 74),1
Government announces new education policy for students (report 75),0
Scientists confirm water found on Mars after new research (report 75),0
Election commission releases official voting data (report 75),0
NASA launches new satellite to study climate change (report 75),0
Finance ministry announces tax relief for middle class (report 75),0
Supreme Court passes new judgment on environmental law (report 75),0
WHO releases new global health guidelines (report 75),0
ISRO successfully tests new launch vehicle (report 75),0
Central bank revises interest rates after review (report 75),0
New renewable energy project inaugurated by government (report 75),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 75),1
You won’t believe how this man became rich in one day (claim 75),1
Secret revealed: cure for all diseases doctors hide (claim 75),1
Viral hoax claims mobile towers spread dangerous virus (claim 75),1
Click here to know shocking truth no one talks about (claim 75),1
Scientists shocked by alien life found on Earth (claim 75),1
Government hiding truth about free money scheme (claim 75),1
Drinking this one liquid will make you immortal (claim 75),1
Shocking discovery proves world will end next week (claim 75),1
This simple trick can double your money instantly (claim 75),1
Government announces new education policy for students (report 76),0
Scientists confirm water found on Mars after new research (report 76),0
Election commission releases official voting data (report 76),0
NASA launches new satellite to study climate change (report 76),0
Finance ministry announces tax relief for middle class (report 76),0
Supreme Court passes new judgment on environmental law (report 76),0
WHO releases new global health guidelines (report 76),0
ISRO successfully tests new launch vehicle (report 76),0
Central bank revises interest rates after review (report 76),0
New renewable energy project inaugurated by government (report 76),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 76),1
You won’t believe how this man became rich in one day (claim 76),1
Secret revealed: cure for all diseases doctors hide (claim 76),1
Viral hoax claims mobile towers spread dangerous virus (claim 76),1
Click here to know shocking truth no one talks about (claim 76),1
Scientists shocked by alien life found on Earth (claim 76),1
Government hiding truth about free money scheme (claim 76),1
Drinking this one liquid will make you immortal (claim 76),1
Shocking discovery proves world will end next week (claim 76),1
This simple trick can double your money instantly (claim 76),1
Government announces new education policy for students (report 77),0
Scientists confirm water found on Mars after new research (report 77),0
Election commission releases official voting data (report 77),0
NASA launches new satellite to study climate change (report 77),0
Finance ministry announces tax relief for middle class (report 77),0
Supreme Court passes new judgment on environmental law (report 77),0
WHO releases new global health guidelines (report 77),0
ISRO successfully tests new launch vehicle (report 77),0
Central bank revises interest rates after review (report 77),0
New renewable energy project inaugurated by government (report 77),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 77),1
You won’t believe how this man became rich in one day (claim 77),1
Secret revealed: cure for all diseases doctors hide (claim 77),1
Viral hoax claims mobile towers spread dangerous virus (claim 77),1
Click here to know shocking truth no one talks about (claim 77),1
Scientists shocked by alien life found on Earth (claim 77),1
Government hiding truth about free money scheme (claim 77),1
Drinking this one liquid will make you immortal (claim 77),1
Shocking discovery proves world will end next week (claim 77),1
This simple trick can double your money instantly (claim 77),1
Government announces new education policy for students (report 78),0
Scientists confirm water found on Mars after new research (report 78),0
Election commission releases official voting data (report 78),0
NASA launches new satellite to study climate change (report 78),0
Finance ministry announces tax relief for middle class (report 78),0
Supreme Court passes new judgment on environmental law (report 78),0
WHO releases new global health guidelines (report 78),0
ISRO successfully tests new launch vehicle (report 78),0
Central bank revises interest rates after review (report 78),0
New renewable energy project inaugurated by government (report 78),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 78),1
You won’t believe how this man became rich in one day (claim 78),1
Secret revealed: cure for all diseases doctors hide (claim 78),1
Viral hoax claims mobile towers spread dangerous virus (claim 78),1
Click here to know shocking truth no one talks about (claim 78),1
Scientists shocked by alien life found on Earth (claim 78),1
Government hiding truth about free money scheme (claim 78),1
Drinking this one liquid will make you immortal (claim 78),1
Shocking discovery proves world will end next week (claim 78),1
This simple trick can double your money instantly (claim 78),1
Government announces new education policy for students (report 79),0
Scientists confirm water found on Mars after new research (report 79),0
Election commission releases official voting data (report 79),0
NASA launches new satellite to study climate change (report 79),0
Finance ministry announces tax relief for middle class (report 79),0
Supreme Court passes new judgment on environmental law (report 79),0
WHO releases new global health guidelines (report 79),0
ISRO successfully tests new launch vehicle (report 79),0
Central bank revises interest rates after review (report 79),0
New renewable energy project inaugurated by government (report 79),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 79),1
You won’t believe how this man became rich in one day (claim 79),1
Secret revealed: cure for all diseases doctors hide (claim 79),1
Viral hoax claims mobile towers spread dangerous virus (claim 79),1
Click here to know shocking truth no one talks about (claim 79),1
Scientists shocked by alien life found on Earth (claim 79),1
Government hiding truth about free money scheme (claim 79),1
Drinking this one liquid will make you immortal (claim 79),1
Shocking discovery proves world will end next week (claim 79),1
This simple trick can double your money instantly (claim 79),1
Government announces new education policy for students (report 80),0
Scientists confirm water found on Mars after new research (report 80),0
Election commission releases official voting data (report 80),0
NASA launches new satellite to study climate change (report 80),0
Finance ministry announces tax relief for middle class (report 80),0
Supreme Court passes new judgment on environmental law (report 80),0
WHO releases new global health guidelines (report 80),0
ISRO successfully tests new launch vehicle (report 80),0
Central bank revises interest rates after review (report 80),0
New renewable energy project inaugurated by government (report 80),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 80),1
You won’t believe how this man became rich in one day (claim 80),1
Secret revealed: cure for all diseases doctors hide (claim 80),1
Viral hoax claims mobile towers spread dangerous virus (claim 80),1
Click here to know shocking truth no one talks about (claim 80),1
Scientists shocked by alien life found on Earth (claim 80),1
Government hiding truth about free money scheme (claim 80),1
Drinking this one liquid will make you immortal (claim 80),1
Shocking discovery proves world will end next week (claim 80),1
This simple trick can double your money instantly (claim 80),1
Government announces new education policy for students (report 81),0
Scientists confirm water found on Mars after new research (report 81),0
Election commission releases official voting data (report 81),0
NASA launches new satellite to study climate change (report 81),0
Finance ministry announces tax relief for middle class (report 81),0
Supreme Court passes new judgment on environmental law (report 81),0
WHO releases new global health guidelines (report 81),0
ISRO successfully tests new launch vehicle (report 81),0
Central bank revises interest rates after review (report 81),0
New renewable energy project inaugurated by government (report 81),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 81),1
You won’t believe how this man became rich in one day (claim 81),1
Secret revealed: cure for all diseases doctors hide (claim 81),1
Viral hoax claims mobile towers spread dangerous virus (claim 81),1
Click here to know shocking truth no one talks about (claim 81),1
Scientists shocked by alien life found on Earth (claim 81),1
Government hiding truth about free money scheme (claim 81),1
Drinking this one liquid will make you immortal (claim 81),1
Shocking discovery proves world will end next week (claim 81),1
This simple trick can double your money instantly (claim 81),1
Government announces new education policy for students (report 82),0
Scientists confirm water found on Mars after new research (report 82),0
Election commission releases official voting data (report 82),0
NASA launches new satellite to study climate change (report 82),0
Finance ministry announces tax relief for middle class (report 82),0
Supreme Court passes new judgment on environmental law (report 82),0
WHO releases new global health guidelines (report 82),0
ISRO successfully tests new launch vehicle (report 82),0
Central bank revises interest rates after review (report 82),0
New renewable energy project inaugurated by government (report 82),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 82),1
You won’t believe how this man became rich in one day (claim 82),1
Secret revealed: cure for all diseases doctors hide (claim 82),1
Viral hoax claims mobile towers spread dangerous virus (claim 82),1
Click here to know shocking truth no one talks about (claim 82),1
Scientists shocked by alien life found on Earth (claim 82),1
Government hiding truth about free money scheme (claim 82),1
Drinking this one liquid will make you immortal (claim 82),1
Shocking discovery proves world will end next week (claim 82),1
This simple trick can double your money instantly (claim 82),1
Government announces new education policy for students (report 83),0
Scientists confirm water found on Mars after new research (report 83),0
Election commission releases official voting data (report 83),0
NASA launches new satellite to study climate change (report 83),0
Finance ministry announces tax relief for middle class (report 83),0
Supreme Court passes new judgment on environmental law (report 83),0
WHO releases new global health guidelines (report 83),0
ISRO successfully tests new launch vehicle (report 83),0
Central bank revises interest rates after review (report 83),0
New renewable energy project inaugurated by government (report 83),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 83),1
You won’t believe how this man became rich in one day (claim 83),1
Secret revealed: cure for all diseases doctors hide (claim 83),1
Viral hoax claims mobile towers spread dangerous virus (claim 83),1
Click here to know shocking truth no one talks about (claim 83),1
Scientists shocked by alien life found on Earth (claim 83),1
Government hiding truth about free money scheme (claim 83),1
Drinking this one liquid will make you immortal (claim 83),1
Shocking discovery proves world will end next week (claim 83),1
This simple trick can double your money instantly (claim 83),1
Government announces new education policy for students (report 84),0
Scientists confirm water found on Mars after new research (report 84),0
Election commission releases official voting data (report 84),0
NASA launches new satellite to study climate change (report 84),0
Finance ministry announces tax relief for middle class (report 84),0
Supreme Court passes new judgment on environmental law (report 84),0
WHO releases new global health guidelines (report 84),0
ISRO successfully tests new launch vehicle (report 84),0
Central bank revises interest rates after review (report 84),0
New renewable energy project inaugurated by government (report 84),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 84),1
You won’t believe how this man became rich in one day (claim 84),1
Secret revealed: cure for all diseases doctors hide (claim 84),1
Viral hoax claims mobile towers spread dangerous virus (claim 84),1
Click here to know shocking truth no one talks about (claim 84),1
Scientists shocked by alien life found on Earth (claim 84),1
Government hiding truth about free money scheme (claim 84),1
Drinking this one liquid will make you immortal (claim 84),1
Shocking discovery proves world will end next week (claim 84),1
This simple trick can double your money instantly (claim 84),1
Government announces new education policy for students (report 85),0
Scientists confirm water found on Mars after new research (report 85),0
Election commission releases official voting data (report 85),0
NASA launches new satellite to study climate change (report 85),0
Finance ministry announces tax relief for middle class (report 85),0
Supreme Court passes new judgment on environmental law (report 85),0
WHO releases new global health guidelines (report 85),0
ISRO successfully tests new launch vehicle (report 85),0
Central bank revises interest rates after review (report 85),0
New renewable energy project inaugurated by government (report 85),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 85),1
You won’t believe how this man became rich in one day (claim 85),1
Secret revealed: cure for all diseases doctors hide (claim 85),1
Viral hoax claims mobile towers spread dangerous virus (claim 85),1
Click here to know shocking truth no one talks about (claim 85),1
Scientists shocked by alien life found on Earth (claim 85),1
Government hiding truth about free money scheme (claim 85),1
Drinking this one liquid will make you immortal (claim 85),1
Shocking discovery proves world will end next week (claim 85),1
This simple trick can double your money instantly (claim 85),1
Government announces new education policy for students (report 86),0
Scientists confirm water found on Mars after new research (report 86),0
Election commission releases official voting data (report 86),0
NASA launches new satellite to study climate change (report 86),0
Finance ministry announces tax relief for middle class (report 86),0
Supreme Court passes new judgment on environmental law (report 86),0
WHO releases new global health guidelines (report 86),0
ISRO successfully tests new launch vehicle (report 86),0
Central bank revises interest rates after review (report 86),0
New renewable energy project inaugurated by government (report 86),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 86),1
You won’t believe how this man became rich in one day (claim 86),1
Secret revealed: cure for all diseases doctors hide (claim 86),1
Viral hoax claims mobile towers spread dangerous virus (claim 86),1
Click here to know shocking truth no one talks about (claim 86),1
Scientists shocked by alien life found on Earth (claim 86),1
Government hiding truth about free money scheme (claim 86),1
Drinking this one liquid will make you immortal (claim 86),1
Shocking discovery proves world will end next week (claim 86),1
This simple trick can double your money instantly (claim 86),1
Government announces new education policy for students (report 87),0
Scientists confirm water found on Mars after new research (report 87),0
Election commission releases official voting data (report 87),0
NASA launches new satellite to study climate change (report 87),0
Finance ministry announces tax relief for middle class (report 87),0
Supreme Court passes new judgment on environmental law (report 87),0
WHO releases new global health guidelines (report 87),0
ISRO successfully tests new launch vehicle (report 87),0
Central bank revises interest rates after review (report 87),0
New renewable energy project inaugurated by government (report 87),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 87),1
You won’t believe how this man became rich in one day (claim 87),1
Secret revealed: cure for all diseases doctors hide (claim 87),1
Viral hoax claims mobile towers spread dangerous virus (claim 87),1
Click here to know shocking truth no one talks about (claim 87),1
Scientists shocked by alien life found on Earth (claim 87),1
Government hiding truth about free money scheme (claim 87),1
Drinking this one liquid will make you immortal (claim 87),1
Shocking discovery proves world will end next week (claim 87),1
This simple trick can double your money instantly (claim 87),1
Government announces new education policy for students (report 88),0
Scientists confirm water found on Mars after new research (report 88),0
Election commission releases official voting data (report 88),0
NASA launches new satellite to study climate change (report 88),0
Finance ministry announces tax relief for middle class (report 88),0
Supreme Court passes new judgment on environmental law (report 88),0
WHO releases new global health guidelines (report 88),0
ISRO successfully tests new launch vehicle (report 88),0
Central bank revises interest rates after review (report 88),0
New renewable energy project inaugurated by government (report 88),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 88),1
You won’t believe how this man became rich in one day (claim 88),1
Secret revealed: cure for all diseases doctors hide (claim 88),1
Viral hoax claims mobile towers spread dangerous virus (claim 88),1
Click here to know shocking truth no one talks about (claim 88),1
Scientists shocked by alien life found on Earth (claim 88),1
Government hiding truth about free money scheme (claim 88),1
Drinking this one liquid will make you immortal (claim 88),1
Shocking discovery proves world will end next week (claim 88),1
This simple trick can double your money instantly (claim 88),1
Government announces new education policy for students (report 89),0
Scientists confirm water found on Mars after new research (report 89),0
Election commission releases official voting data (report 89),0
NASA launches new satellite to study climate change (report 89),0
Finance ministry announces tax relief for middle class (report 89),0
Supreme Court passes new judgment on environmental law (report 89),0
WHO releases new global health guidelines (report 89),0
ISRO successfully tests new launch vehicle (report 89),0
Central bank revises interest rates after review (report 89),0
New renewable energy project inaugurated by government (report 89),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 89),1
You won’t believe how this man became rich in one day (claim 89),1
Secret revealed: cure for all diseases doctors hide (claim 89),1
Viral hoax claims mobile towers spread dangerous virus (claim 89),1
Click here to know shocking truth no one talks about (claim 89),1
Scientists shocked by alien life found on Earth (claim 89),1
Government hiding truth about free money scheme (claim 89),1
Drinking this one liquid will make you immortal (claim 89),1
Shocking discovery proves world will end next week (claim 89),1
This simple trick can double your money instantly (claim 89),1
Government announces new education policy for students (report 90),0
Scientists confirm water found on Mars after new research (report 90),0
Election commission releases official voting data (report 90),0
NASA launches new satellite to study climate change (report 90),0
Finance ministry announces tax relief for middle class (report 90),0
Supreme Court passes new judgment on environmental law (report 90),0
WHO releases new global health guidelines (report 90),0
ISRO successfully tests new launch vehicle (report 90),0
Central bank revises interest rates after review (report 90),0
New renewable energy project inaugurated by government (report 90),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 90),1
You won’t believe how this man became rich in one day (claim 90),1
Secret revealed: cure for all diseases doctors hide (claim 90),1
Viral hoax claims mobile towers spread dangerous virus (claim 90),1
Click here to know shocking truth no one talks about (claim 90),1
Scientists shocked by alien life found on Earth (claim 90),1
Government hiding truth about free money scheme (claim 90),1
Drinking this one liquid will make you immortal (claim 90),1
Shocking discovery proves world will end next week (claim 90),1
This simple trick can double your money instantly (claim 90),1
Government announces new education policy for students (report 91),0
Scientists confirm water found on Mars after new research (report 91),0
Election commission releases official voting data (report 91),0
NASA launches new satellite to study climate change (report 91),0
Finance ministry announces tax relief for middle class (report 91),0
Supreme Court passes new judgment on environmental law (report 91),0
WHO releases new global health guidelines (report 91),0
ISRO successfully tests new launch vehicle (report 91),0
Central bank revises interest rates after review (report 91),0
New renewable energy project inaugurated by government (report 91),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 91),1
You won’t believe how this man became rich in one day (claim 91),1
Secret revealed: cure for all diseases doctors hide (claim 91),1
Viral hoax claims mobile towers spread dangerous virus (claim 91),1
Click here to know shocking truth no one talks about (claim 91),1
Scientists shocked by alien life found on Earth (claim 91),1
Government hiding truth about free money scheme (claim 91),1
Drinking this one liquid will make you immortal (claim 91),1
Shocking discovery proves world will end next week (claim 91),1
This simple trick can double your money instantly (claim 91),1
Government announces new education policy for students (report 92),0
Scientists confirm water found on Mars after new research (report 92),0
Election commission releases official voting data (report 92),0
NASA launches new satellite to study climate change (report 92),0
Finance ministry announces tax relief for middle class (report 92),0
Supreme Court passes new judgment on environmental law (report 92),0
WHO releases new global health guidelines (report 92),0
ISRO successfully tests new launch vehicle (report 92),0
Central bank revises interest rates after review (report 92),0
New renewable energy project inaugurated by government (report 92),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 92),1
You won’t believe how this man became rich in one day (claim 92),1
Secret revealed: cure for all diseases doctors hide (claim 92),1
Viral hoax claims mobile towers spread dangerous virus (claim 92),1
Click here to know shocking truth no one talks about (claim 92),1
Scientists shocked by alien life found on Earth (claim 92),1
Government hiding truth about free money scheme (claim 92),1
Drinking this one liquid will make you immortal (claim 92),1
Shocking discovery proves world will end next week (claim 92),1
This simple trick can double your money instantly (claim 92),1
Government announces new education policy for students (report 93),0
Scientists confirm water found on Mars after new research (report 93),0
Election commission releases official voting data (report 93),0
NASA launches new satellite to study climate change (report 93),0
Finance ministry announces tax relief for middle class (report 93),0
Supreme Court passes new judgment on environmental law (report 93),0
WHO releases new global health guidelines (report 93),0
ISRO successfully tests new launch vehicle (report 93),0
Central bank revises interest rates after review (report 93),0
New renewable energy project inaugurated by government (report 93),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 93),1
You won’t believe how this man became rich in one day (claim 93),1
Secret revealed: cure for all diseases doctors hide (claim 93),1
Viral hoax claims mobile towers spread dangerous virus (claim 93),1
Click here to know shocking truth no one talks about (claim 93),1
Scientists shocked by alien life found on Earth (claim 93),1
Government hiding truth about free money scheme (claim 93),1
Drinking this one liquid will make you immortal (claim 93),1
Shocking discovery proves world will end next week (claim 93),1
This simple trick can double your money instantly (claim 93),1
Government announces new education policy for students (report 94),0
Scientists confirm water found on Mars after new research (report 94),0
Election commission releases official voting data (report 94),0
NASA launches new satellite to study climate change (report 94),0
Finance ministry announces tax relief for middle class (report 94),0
Supreme Court passes new judgment on environmental law (report 94),0
WHO releases new global health guidelines (report 94),0
ISRO successfully tests new launch vehicle (report 94),0
Central bank revises interest rates after review (report 94),0
New renewable energy project inaugurated by government (report 94),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 94),1
You won’t believe how this man became rich in one day (claim 94),1
Secret revealed: cure for all diseases doctors hide (claim 94),1
Viral hoax claims mobile towers spread dangerous virus (claim 94),1
Click here to know shocking truth no one talks about (claim 94),1
Scientists shocked by alien life found on Earth (claim 94),1
Government hiding truth about free money scheme (claim 94),1
Drinking this one liquid will make you immortal (claim 94),1
Shocking discovery proves world will end next week (claim 94),1
This simple trick can double your money instantly (claim 94),1
Government announces new education policy for students (report 95),0
Scientists confirm water found on Mars after new research (report 95),0
Election commission releases official voting data (report 95),0
NASA launches new satellite to study climate change (report 95),0
Finance ministry announces tax relief for middle class (report 95),0
Supreme Court passes new judgment on environmental law (report 95),0
WHO releases new global health guidelines (report 95),0
ISRO successfully tests new launch vehicle (report 95),0
Central bank revises interest rates after review (report 95),0
New renewable energy project inaugurated by government (report 95),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 95),1
You won’t believe how this man became rich in one day (claim 95),1
Secret revealed: cure for all diseases doctors hide (claim 95),1
Viral hoax claims mobile towers spread dangerous virus (claim 95),1
Click here to know shocking truth no one talks about (claim 95),1
Scientists shocked by alien life found on Earth (claim 95),1
Government hiding truth about free money scheme (claim 95),1
Drinking this one liquid will make you immortal (claim 95),1
Shocking discovery proves world will end next week (claim 95),1
This simple trick can double your money instantly (claim 95),1
Government announces new education policy for students (report 96),0
Scientists confirm water found on Mars after new research (report 96),0
Election commission releases official voting data (report 96),0
NASA launches new satellite to study climate change (report 96),0
Finance ministry announces tax relief for middle class (report 96),0
Supreme Court passes new judgment on environmental law (report 96),0
WHO releases new global health guidelines (report 96),0
ISRO successfully tests new launch vehicle (report 96),0
Central bank revises interest rates after review (report 96),0
New renewable energy project inaugurated by government (report 96),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 96),1
You won’t believe how this man became rich in one day (claim 96),1
Secret revealed: cure for all diseases doctors hide (claim 96),1
Viral hoax claims mobile towers spread dangerous virus (claim 96),1
Click here to know shocking truth no one talks about (claim 96),1
Scientists shocked by alien life found on Earth (claim 96),1
Government hiding truth about free money scheme (claim 96),1
Drinking this one liquid will make you immortal (claim 96),1
Shocking discovery proves world will end next week (claim 96),1
This simple trick can double your money instantly (claim 96),1
Government announces new education policy for students (report 97),0
Scientists confirm water found on Mars after new research (report 97),0
Election commission releases official voting data (report 97),0
NASA launches new satellite to study climate change (report 97),0
Finance ministry announces tax relief for middle class (report 97),0
Supreme Court passes new judgment on environmental law (report 97),0
WHO releases new global health guidelines (report 97),0
ISRO successfully tests new launch vehicle (report 97),0
Central bank revises interest rates after review (report 97),0
New renewable energy project inaugurated by government (report 97),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 97),1
You won’t believe how this man became rich in one day (claim 97),1
Secret revealed: cure for all diseases doctors hide (claim 97),1
Viral hoax claims mobile towers spread dangerous virus (claim 97),1
Click here to know shocking truth no one talks about (claim 97),1
Scientists shocked by alien life found on Earth (claim 97),1
Government hiding truth about free money scheme (claim 97),1
Drinking this one liquid will make you immortal (claim 97),1
Shocking discovery proves world will end next week (claim 97),1
This simple trick can double your money instantly (claim 97),1
Government announces new education policy for students (report 98),0
Scientists confirm water found on Mars after new research (report 98),0
Election commission releases official voting data (report 98),0
NASA launches new satellite to study climate change (report 98),0
Finance ministry announces tax relief for middle class (report 98),0
Supreme Court passes new judgment on environmental law (report 98),0
WHO releases new global health guidelines (report 98),0
ISRO successfully tests new launch vehicle (report 98),0
Central bank revises interest rates after review (report 98),0
New renewable energy project inaugurated by government (report 98),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 98),1
You won’t believe how this man became rich in one day (claim 98),1
Secret revealed: cure for all diseases doctors hide (claim 98),1
Viral hoax claims mobile towers spread dangerous virus (claim 98),1
Click here to know shocking truth no one talks about (claim 98),1
Scientists shocked by alien life found on Earth (claim 98),1
Government hiding truth about free money scheme (claim 98),1
Drinking this one liquid will make you immortal (claim 98),1
Shocking discovery proves world will end next week (claim 98),1
This simple trick can double your money instantly (claim 98),1
Government announces new education policy for students (report 99),0
Scientists confirm water found on Mars after new research (report 99),0
Election commission releases official voting data (report 99),0
NASA launches new satellite to study climate change (report 99),0
Finance ministry announces tax relief for middle class (report 99),0
Supreme Court passes new judgment on environmental law (report 99),0
WHO releases new global health guidelines (report 99),0
ISRO successfully tests new launch vehicle (report 99),0
Central bank revises interest rates after review (report 99),0
New renewable energy project inaugurated by government (report 99),0
Breaking!!! Miracle cure for cancer discovered overnight (claim 99),1
You won’t believe how this man became rich in one day (claim 99),1
Secret revealed: cure for all diseases doctors hide (claim 99),1
Viral hoax claims mobile towers spread dangerous virus (claim 99),1
Click here to know shocking truth no one talks about (claim 99),1
Scientists shocked by alien life found on Earth (claim 99),1
Government hiding truth about free money scheme (claim 99),1
Drinking this one liquid will make you immortal (claim 99),1
Shocking discovery proves world will end next week (claim 99),1
This simple trick can double your money instantly (claim 99),1
Government announces new education policy for students (report 100),0
Scientists confirm water found on Mars after new research (report 100),0
Election commission releases official voting data (report 100),0
NASA launches new satellite to study climate change (report 100),0
Finance ministry announces tax relief for middle class (report 100),0
Supreme Court passes new judgment on environmental law (report 100),0
WHO releases new global health guidelines (report 100),0
ISRO successfully tests new launch vehicle (report 100),0
Central bank revises interest rates after review (report 100),0
